test,statistic,p_value,alpha,significant,conclusion
Friedman,12.320000000000007,0.015123733425606184,0.05,True,Se rechaza la hipótesis nula (p = 0.015124 < α = 0.05). Existen diferencias estadísticamente significativas entre al menos dos modelos.
